Category,Ticker,Name,LONG_COMP_NAME,CURRENCY,SOURCE,SW_DETAILED_DESCRIPTION,INDX_DES,INDX_SOURCE,COUNTRY,REGION_OR_COUNTRY,RELEVANCE_VALUE,,,Field
Other,USYC2Y10 Index,Market Matrix US Sell 2 Year &,Market Matrix US Sell 2 Year & Buy 10 Year Bond Yield Spread,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Generic Price,US,UNITED STATES,#N/A Field Not Applicable,,,
Other,USYC5Y30 Index,Market Matrix US Sell 5 Year &,Market Matrix US Sell 5 Year & Buy 30 Year Bond Yield Spread,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Generic Price,US,UNITED STATES,#N/A Field Not Applicable,,,
Other,GDBR2 Index,German Government Bonds 2 Yr B,German Government Bonds 2 Yr BKO,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,GE,GERMANY,#N/A Field Not Applicable,,,
Stats,CESIUSD Index,Citi Economic Surprise - Unite,Citi Economic Surprise - United States,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Citigroup,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,FWISEU55 Index,EUR Inflation Swap Forward 5Y5,EUR Inflation Swap Forward 5Y5Y,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg L.P.,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Stats,FWISUS55 Index,USD Inflation Swap Forward 5Y5,USD Inflation Swap Forward 5Y5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg L.P.,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,BAKEOIL Index,Baker Hughes United States Cru,Baker Hughes United States Crude Oil Rotary Rig Count Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Baker Hughes Inc.,US,UNITED STATES,5.55556,,,
Stats,DOENUSCH Index,US DOE Working Natural Gas Cha,US DOE Working Natural Gas Change in Estimated Storage Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,83.3333,,,
Stats,CESIEUR Index,Citi Economic Surprise Index -,Citi Economic Surprise Index - Eurozone,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Citigroup,TE,EUROZONE,#N/A Field Not Applicable,,,
Stats,DOESCRUD Index,DOE Crude Oil Total Inventory,DOE Crude Oil Total Inventory Data (excluding Strategic Petroleum Reserve),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CBT4TNCN Index,Bloomberg CFTC CBT 10-Yr US Tr,Bloomberg CFTC CBT 10-Yr US Treasury Notes Net Non-Commercial Futures Positions,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Commodity Futures Trading Comm,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,BAKETOT Index,Baker Hughes United States Oil,Baker Hughes United States Oil And Gas Rotary Rig Count Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Baker Hughes Inc.,US,UNITED STATES,66.6667,,,
Stats,DOETCRUD Index,United States DOE Crude Oil To,United States DOE Crude Oil Total Production Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,DOEASCRD Index,DOE Total Change in Crude Oil,DOE Total Change in Crude Oil Inventories Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,94.4444,,,
Stats,CRB CMDT Index,Commodity Research Bureau BLS/,Commodity Research Bureau BLS/US Spot All Commodities,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Commodity Research Bureau,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,IMM5JNCN Index,Bloomberg CFTC CME Japanese Ye,Bloomberg CFTC CME Japanese Yen Net Non-Commercial Futures Positions,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Commodity Futures Trading Comm,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CSI BARC Index,BarCap US Corp HY YTW - 10 Yea,BarCap US Corp HY YTW - 10 Year Spread,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Intelligence,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,DEGGBE10 Index,Germany Breakeven 10 Year,Germany Breakeven 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Stats,ETFGTOTL Index,Total Known ETF Holdings of Go,Total Known ETF Holdings of Gold,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,GSERFCI Index,Goldman Sachs Financial,#N/A N/A,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Goldman Sachs,US,Local,#N/A Field Not Applicable,,,
Stats,CESIG10 Index,Citi Economic Surprise Index -,Citi Economic Surprise Index - Major Economies,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Citigroup,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CPTFEMU Index,Eurostat Eurozone HICP Ex Toba,Eurostat Eurozone HICP Ex Tobacco Unrevised Series NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Eurostat,TE,EUROZONE,#N/A Field Not Applicable,,,
Stats,EHUPUS Index,US Unemployment Rate (%),US Unemployment Rate (%),USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,FED5YEAR Index,Fed's Five-year Forward Breake,Fed's Five-year Forward Breakeven Inflation Rate,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Federal Reserve,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,DOENUST1 Index,US DOE Working Natural Gas Tot,US DOE Working Natural Gas Total Estimated Storage Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CSI BBB Index,US Corp BBB/Baa - Treasury 10,US Corp BBB/Baa - Treasury 10 Year Spread,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Intelligence,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,SIVCTOTL Index,Steelhome China Iron Ore Total,Steelhome China Iron Ore Total Ports Inventory,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Shanghai SteelHome E-Commerce,CH,CHINA,#N/A Field Not Applicable,,,
Stats,EHGDUSY Index,US Real GDP (Annual YoY %),US Real GDP (Annual YoY %),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,BF020510 Index,US Govt 2yr-5yr-10yr Butterfly,US Govt 2yr-5yr-10yr Butterfly,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Generic Price,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CRB RIND Index,Commodity Research Bureau BLS/,Commodity Research Bureau BLS/US Spot Raw Industrials,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Commodity Research Bureau,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,CESIEM Index,Citi Economic Surprise Index -,Citi Economic Surprise Index - Emerging Markets,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Citigroup,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Stats,CFETCNYV Index,CFETS USDCNY Spot Trading Volu,CFETS USDCNY Spot Trading Volume (in Million USD),USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,China Foreign Exchange Trade S,CH,CHINA,#N/A Field Not Applicable,,,
Stats,CESICNY Index,Citi Economic Surprise Index -,Citi Economic Surprise Index - China,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Citigroup,CH,CHINA,#N/A Field Not Applicable,,,
Stats,OPCRTOTL Index,Bloomberg Total OPEC Crude Oil,Bloomberg Total OPEC Crude Oil Production Output Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG NEWS,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,USOAIGTO Index,USD IG All Sectors OAS,USD IG All Sectors OAS,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Generic Price,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Stats,BASPTDSP Index,Ted Spread,Ted Spread,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Intelligence,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,IMMBENCN Index,Bloomberg CFTC CME Euro Fx Net,Bloomberg CFTC CME Euro Fx Net Non-Commercial Futures Positions,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Commodity Futures Trading Comm,US,UNITED STATES,#N/A Field Not Applicable,,,
Stats,FWISBP55 Index,GBP Inflation Swap Forward 5Y5,GBP Inflation Swap Forward 5Y5Y,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg L.P.,GB,BRITAIN,#N/A Field Not Applicable,,,
Stats,USOHHYTO Index,USD HY All Sectors OAS,USD HY All Sectors OAS,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Generic Price,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Stats,DOEASMGS Index,DOE Total Change in Gasoline I,DOE Total Change in Gasoline Inventories Data,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Department of Energy,US,UNITED STATES,88.8889,,,
Stats,EUAMDB10 Index,EURIBOR ICE SWAP RATE 11:00am,EURIBOR ICE SWAP RATE 11:00am,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,ISDAFIX,GB,BRITAIN,#N/A Field Not Applicable,,,
Eco,FDTR Index,Federal Funds Target Rate - Up,Federal Funds Target Rate - Upper Bound,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Federal Reserve,US,United States,97.7099,,,
Eco,NFP TCH Index,US Employees on Nonfarm Payrol,US Employees on Nonfarm Payrolls Total MoM Net Change SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Labor Statistics,US,United States,99.2366,,,
Eco,FEDL01 Index,US Federal Funds Effective Rat,US Federal Funds Effective Rate (continuous series),USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Federal Reserve Bank of New Yo,US,UNITED STATES,#N/A Field Not Applicable,,,
Eco,NAPMPMI Index,ISM Manufacturing PMI SA,ISM Manufacturing PMI SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Institute for Supply Managemen,US,United States,96.1832,,,
Eco,CPI YOY Index,US CPI Urban Consumers YoY NSA,US CPI Urban Consumers YoY NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Labor Statistics,US,United States,66.4122,,,
Eco,SBOITOTL Index,NFIB Small Business Optimism I,NFIB Small Business Optimism Index,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Nat'l Fed. of Ind. Business,US,United States,63.3588,,,
Eco,CONCCONF Index,Conference Board Consumer Conf,Conference Board Consumer Confidence SA 1985=100,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Conference Board,US,United States,94.6565,,,
Eco,AHE YOY% Index,US Average Hourly Earnings All,US Average Hourly Earnings All Employees Total Private Yearly Percent Change SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Labor Statistics,US,United States,29.771,,,
Eco,INJCJC Index,US Initial Jobless Claims SA,US Initial Jobless Claims SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Department of Labor,US,United States,98.4733,,,
Eco,EURR002W Index,ECB Main Refinancing Operation,ECB Main Refinancing Operations Announcement Rate,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,European Central Bank,TE,Eurozone,97.7273,,,
Eco,USURTOT Index,U-3 US Unemployment Rate Total,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Labor Statistics,US,United States,89.313,,,
Eco,CNGFOREX Index,China Monthly Foreign Exchange,China Monthly Foreign Exchange Reserves,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,The People's Bank of China,CH,China,58.3333,,,
Eco,GDP CQOQ Index,GDP US Chained 2009 Dollars Qo,GDP US Chained 2009 Dollars QoQ SAAR,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Economic Analysis,US,United States,96.9466,,,
Eco,CHEFTYOY Index,China PPI YoY,China PPI YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,National Bureau of Statistics,CH,China,91.6667,,,
Eco,BZSTSETA Index,Brazil Selic Target Rate,Brazil Selic Target Rate,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Banco Central do Brasil,BZ,Brazil,98.3871,,,
Eco,OBFR01 Index,United States Overnight Bank F,United States Overnight Bank Funding Rate,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Federal Reserve Bank of New Yo,US,UNITED STATES,#N/A Field Not Applicable,,,
Eco,CONSSENT Index,University of Michigan Consume,University of Michigan Consumer Sentiment Index,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,University of Michigan,US,United States,93.8931,,,
Eco,GCNY10YR Index,China Govt Bond Generic Bid Yi,China Govt Bond Generic Bid Yield 10 Year,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG,CH,CHINA,#N/A Field Not Applicable,,,
Eco,SAARTOTL Index,US Auto Sales Total Annualized,US Auto Sales Total Annualized SAAR,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,WARD's Automotive Group,US,United States,45.0382,,,
Eco,GDP CYOY Index,GDP US Chained 2009 Dollars Yo,GDP US Chained 2009 Dollars YoY SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Economic Analysis,US,United States,#N/A Field Not Applicable,,,
Eco,GCAN10YR Index,Canadian Govt Bonds 10 Year No,Canadian Govt Bonds 10 Year Note,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG,CA,CANADA,#N/A Field Not Applicable,,,
Eco,NAPMNMI Index,ISM Non-Manufacturing NMI,ISM Non-Manufacturing NMI,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Institute for Supply Managemen,US,United States,78.626,,,
Eco,ADP CHNG Index,ADP National Employment Report,ADP National Employment Report SA Private Nonfarm Level Change,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,"Automatic Data Processing, Inc",US,United States,85.4962,,,
Eco,PCE CYOY Index,US Personal Consumption Expend,US Personal Consumption Expenditure Core Price Index YoY SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bureau of Economic Analysis,US,United States,46.5649,,,
Eco,USTWBROA Index,US Trade Weighted Broad Dollar,US Trade Weighted Broad Dollar January 1997=100,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Federal Reserve,US,United States,#N/A Field Not Applicable,,,
Eco,ECCPEMUY Index,Euro Area MUICP All Items YoY,Euro Area MUICP All Items YoY NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Eurostat,TE,Eurozone,95.4545,,,
Eco,CPMINDX Index,China Manufacturing PMI SA,China Manufacturing PMI SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,China Federation of Logistics,CH,China,86.1111,,,
Eco,SHIF3M Index,CFETS SHIBOR Fixing-3 Month,CFETS SHIBOR Fixing-3 Month,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,National Interbank Funding Cen,CH,CHINA,#N/A Field Not Applicable,,,
Eco,MPMICNMA Index,Caixin China Manufacturing PMI,Caixin China Manufacturing PMI SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Markit,CH,China,90,,,
Eco,MPMIEZMA Index,Markit Eurozone Manufacturing,Markit Eurozone Manufacturing PMI SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Markit,TE,Eurozone,90,,,
Eco,WIRACHIN Index,China Foreign Exchange Reserve,China Foreign Exchange Reserves in Millions of USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG,CH,CHINA,#N/A Field Not Applicable,,,
Eco,CNCPIYOY Index,China CPI YoY,China CPI YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,National Bureau of Statistics,CH,China,97.2222,,,
Eco,GRCP20YY Index,Germany CPI All Items YoY,Germany CPI All Items YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,German Federal Statistical Off,GE,Germany,88.1356,,,
Eco,NAPMPRIC Index,ISM Manufacturing Report on Bu,ISM Manufacturing Report on Business Prices Index NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Institute for Supply Managemen,US,United States,74.8092,,,
Eco,ECCPEST Index,Eurostat Eurozone MUICP All It,Eurostat Eurozone MUICP All Items YoY Flash Estimate NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Eurostat,TE,Eurozone,79.5455,,,
Eco,UKBRBASE Index,UK Bank of England Official Ba,UK Bank of England Official Bank Rate,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bank of England,GB,United Kingdom,98.8235,,,
Eco,RSTAMOM Index,Adjusted Retail & Food Service,Adjusted Retail & Food Services Sales SA Total Monthly % Change,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,U.S. Census Bureau,US,United States,92.3664,,,
Eco,CPEXEMUY Index,Eurostat Eurozone Core MUICP Y,Eurostat Eurozone Core MUICP YoY NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Eurostat,TE,Eurozone,63.6364,,,
Currencies,EUR Curncy,Euro Spot,EURUSD Spot Exchange Rate - Price of 1 EUR in USD,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,JPY Curncy,Japanese Yen Spot,USDJPY Spot Exchange Rate - Price of 1 USD in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,XAU Curncy,Gold Spot   $/Oz,XAUUSD Spot Exchange Rate - Price of 1 XAU in USD,XAU,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBP Curncy,British Pound Spot,GBPUSD Spot Exchange Rate - Price of 1 GBP in USD,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CNH Curncy,Offshore Deliverable CNY,USDCNH Spot Exchange Rate - Price of 1 USD in CNH,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,MXN Curncy,Mexican Peso Spot,USDMXN Spot Exchange Rate - Price of 1 USD in MXN,MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MX,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CNY Curncy,China Renminbi Spot,USDCNY Spot Exchange Rate - Price of 1 USD in CNY,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CNY REGN Curncy,China Renminbi Spot,USDCNY Spot Exchange Rate - Price of 1 USD in CNY,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,AUD Curncy,Australian Dollar Spot,AUDUSD Spot Exchange Rate - Price of 1 AUD in USD,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURGBP Curncy,EUR-GBP X-RATE,EURGBP Spot Exchange Rate - Price of 1 EUR in GBP,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,TRY Curncy,Turkish Lira Spot,USDTRY Spot Exchange Rate - Price of 1 USD in TRY,TRY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,XBT Curncy,Bitcoin,XBTUSD Spot Exchange Rate - Price of 1 XBT in USD,XBT,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CAD Curncy,Canadian Dollar Spot,USDCAD Spot Exchange Rate - Price of 1 USD in CAD,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,BRL Curncy,Brazilian Real Spot,USDBRL Spot Exchange Rate - Price of 1 USD in BRL,BRL,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,BR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,BRL REGN Curncy,Brazilian Real Spot,USDBRL Spot Exchange Rate - Price of 1 USD in BRL,BRL,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,BR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURJPY Curncy,EUR-JPY X-RATE,EURJPY Spot Exchange Rate - Price of 1 EUR in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPEUR Curncy,GBP-EUR X-RATE,GBPEUR Spot Exchange Rate - Price of 1 GBP in EUR,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCHF Curncy,EUR-CHF X-RATE,EURCHF Spot Exchange Rate - Price of 1 EUR in CHF,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,RUB Curncy,Russian Ruble SPOT (TOM),USDRUB Spot T+1 (TOM) Exchange Rate - Price of 1 USD in RUB,RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,RU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,RUB REGN Curncy,Russian Ruble SPOT (TOM),USDRUB Spot T+1 (TOM) Exchange Rate - Price of 1 USD in RUB,RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,RU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,SGD Curncy,Singapore Dollar Spot,USDSGD Spot Exchange Rate - Price of 1 USD in SGD,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,KRW Curncy,South Korean Won Spot,USDKRW Spot Exchange Rate - Price of 1 USD in KRW,KRW,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,KR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,KRW REGN Curncy,South Korean Won Spot,USDKRW Spot Exchange Rate - Price of 1 USD in KRW,KRW,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,KR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,ZAR Curncy,S. African Rand Spot,USDZAR Spot Exchange Rate - Price of 1 USD in ZAR,ZAR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ZA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CHF Curncy,Swiss Franc Spot,USDCHF Spot Exchange Rate - Price of 1 USD in CHF,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,XAG Curncy,Silver Spot  $/Oz,XAGUSD Spot Exchange Rate - Price of 1 XAG in USD,XAG,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
