Category,Ticker,Name,LONG_COMP_NAME,CURRENCY,SOURCE,SW_DETAILED_DESCRIPTION,INDX_DES,INDX_SOURCE,COUNTRY,REGION_OR_COUNTRY,RELEVANCE_VALUE,,,Field
Swaps - 5y,USCS305 Curncy,USD SWAP VS 30YR CMS 5YR,USD SWAP VS 30YR CMS 5YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,S0321P5 Curncy,PLN v EUR Basis Swap 5YR,PLN v EUR Basis Swap 5YR,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW1005 Curncy,USD SWAP     10Y vs 5Y,USD SWAP     10Y vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,JYST5V3 Curncy,JPY SWAP(V 3M TIBOR) 5YR,JPY SWAP(V 3M TIBOR) 5YR,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,EUSQA5 Curncy,EUR SWAP QRTY ACT360 5Y,EUR SWAP QRTY ACT360 5Y,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW505 Curncy,USD SWAP     5Y vs 5Y,USD SWAP     5Y vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW0507 Curncy,USD SWAP     5Y vs 7Y,USD SWAP     5Y vs 7Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,S0073P5 Curncy,SGD Offshore CCS Swp 5YR,SGD Offshore CCS Swp 5YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW0405 Curncy,USD SWAP     4Y vs 5Y,USD SWAP     4Y vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSWC05 Curncy,USD SWAP     3M vs 5Y,USD SWAP     3M vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,EUS5V12 Curncy,EUR SWAP (VS12M)    5Y,EUR SWAP (VS12M)    5Y,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSA5YF Curncy,USD SWAP ANNU 5Y  VS 6M,USD SWAP ANNU 5Y  VS 6M,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSW10 Curncy,USD SWAP SEMI 30/360 10Y,USD SWAP SEMI 30/360 10Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSWAP10 Curncy,USD SWAP SEMI 30/360 10Y,USD SWAP SEMI 30/360 10Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,BPSW10 Curncy,GBP SWAP            10YR,GBP SWAP            10YR,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,SFSW10 Curncy,CHF SWAP (VS 6M LIB) 10Y,CHF SWAP (VS 6M LIB) 10Y,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSA10 Curncy,USD SWAP ANN ACT360 10YR,USD SWAP ANN ACT360 10YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,NKSW10 Curncy,NOK SWAP            10YR,NOK SWAP            10YR,NOK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,ADSWAP10 Curncy,AUD SWAP 10YR,AUD SWAP 10YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,SKSW10 Curncy,SEK SWAP (vs 3M STIB)10Y,SEK SWAP (vs 3M STIB)10Y,SEK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,SDSW10 Curncy,SGD SWAP            10YR,SGD SWAP            10YR,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CDSW10 Curncy,CAD SWAP            10YR,CAD SWAP            10YR,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,ADSW10 Curncy,AUD SWAP 10YR,AUD SWAP 10YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,HDSW10 Curncy,HKD SWAP            10YR,HKD SWAP            10YR,HKD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,HK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,JYSWAP10 Curncy,JPY SWAP           10YR,JPY SWAP           10YR,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,DKSW10 Curncy,DKK SWAP            10YR,DKK SWAP            10YR,DKK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,NDSW10 Curncy,NZD SWAP            10YR,NZD SWAP            10YR,NZD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CHSWP10 Curncy,CLP SW PESO v CAMARA 10Y,CLP SW PESO v CAMARA 10Y,CLP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,DMSW10 Curncy,DEM SWAP            10YR,DEM SWAP            10YR,DEM,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CHSWC10 Curncy,UF vs CAMARA SWAP    10Y,UF vs CAMARA SWAP    10Y,CLF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,NDSWAP10 Curncy,NZD SWAP           10YR,NZD SWAP           10YR,NZD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CLSWIB10 Curncy,SWAP COP X IBR 10YR,SWAP COP X IBR 10YR,COP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CGUSSW10 Curncy,CNH CCS 10Y,CNH CCS 10Y,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,KWUSWO10 Curncy,KRW-USD ONSH X-SWAP 10YR,KRW-USD ONSH X-SWAP 10YR,KRW,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,KR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,SFSW10V3 Curncy,CHF SWAP (vs 3M LIB) 10Y,CHF SWAP (vs 3M LIB) 10Y,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,JYSWT10 Curncy,JPY SWAP TIBOR      10YR,JPY SWAP TIBOR      10YR,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSW1002 Curncy,USD SWAP     10Y vs 2Y,USD SWAP     10Y vs 2Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,RRSWM10 Curncy,RUB SWAP VS MOSPRIME 10Y,RUB SWAP VS MOSPRIME 10Y,RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,RU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSG1030 Curncy,USD SWAP GS       10Y30Y,USD SWAP GS       10Y30Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,ADSWP10Q Curncy,AUD SWAP (QTRLY) 10YR,AUD SWAP (QTRLY) 10YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,JYJSLC10 Curncy,JPY JSCC LCH SPRD 10Y,JPY JSCC LCH SPRD 10Y,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CGSWH10 Curncy,CNH SWAP VS HICNH3M 10Y,CNH SWAP VS HICNH3M 10Y,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,ADSW10Q Curncy,AUD SWAP (QTRLY) 10YR,AUD SWAP (QTRLY) 10YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSQ3010 Curncy,USD SWAP QRTY 30/360 10Y,USD SWAP QRTY 30/360 10Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,TYSW10 Curncy,TRY SWAP 10Y,TRY SWAP 10Y,TRY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,CCSHO10 Curncy,CNY IRS(3M SHIBOR)  10YR,CNY IRS(3M SHIBOR)  10YR,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,ILSW10 Curncy,ITL SWAP            10YR,ITL SWAP            10YR,ITL,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,IT,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,MPSWT10 Curncy,MXN SWAP UDI-TIIE 10YR,MXN SWAP UDI-TIIE 10YR,MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MX,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,S0052P10 Curncy,US Tbill Spread Swap 10Y,US Tbill Spread Swap 10Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,DKSWTN10 Curncy,DKK SWAP T/N INDEXED 10Y,DKK SWAP T/N INDEXED 10Y,DKK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,USSW10V3 Curncy,USD SWAP (ANNUAL)10YR,USD SWAP (ANNUAL)10YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 10y,BPSA10 Curncy,GBP SWAP ANNUAL     10YR,GBP SWAP ANNUAL     10YR,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,CL1 Comdty,Generic 1st 'CL' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,CLA Comdty,WTI CRUDE FUTURE  Feb17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,CO1 Comdty,Generic 1st 'CO' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,COA Comdty,BRENT CRUDE FUTR  Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,NG1 Comdty,Generic 1st 'NG' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,GCA Comdty,GOLD 100 OZ FUTR  Feb17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,NGA Comdty,NATURAL GAS FUTR  Feb17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,HGA Comdty,COPPER FUTURE     Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,LMCADS03 Comdty,LME COPPER    3MO ($),#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,UXA1 Comdty,Generic 1st 'UXA' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,IOEA Comdty,DCE Iron Ore Fut  May17,#N/A Field Not Applicable,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,LMNIDS03 Comdty,LME NICKEL    3MO ($),#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,C A Comdty,CORN FUTURE       Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,LMAHDS03 Comdty,LME ALUMINUM  3MO ($),#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,HG1 Comdty,Generic 1st 'HG' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,MBIO62DA Index,Iron Ore delivered to Qingdao,Iron Ore delivered to Qingdao China - 62% Ferrous Content - USD/tonne,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Metal Bulletin,CH,CHINA,#N/A Field Not Applicable,,,
Commodities,GC1 Comdty,Generic 1st 'GC' Future,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,SBA Comdty,SUGAR #11 (WORLD) Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,W A Comdty,WHEAT FUTURE(CBT) Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Commodities,S A Comdty,SOYBEAN FUTURE    Mar17,#N/A Field Not Applicable,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C8835Y Index,BFV USD Composite (BBB) 5 Year,BFV USD Composite (BBB) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,049M5Y Index,BFV Muni G0 AAA 5 Year,BFV Muni G0 AAA 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C8825Y Index,BFV USD Composite (A) 5 Year,BFV USD Composite (A) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0095Y Index,BFV USD US Industrial BBB 5 Ye,BFV USD US Industrial BBB 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0825Y Index,BFV USD US Treasury Bonds/Note,BFV USD US Treasury Bonds/Notes 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C6675Y Index,BFV EUR Composite (AA) 5 Year,BFV EUR Composite (AA) 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C8845Y Index,BFV USD Composite (BB) 5 Year,BFV USD Composite (BB) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C1105Y Index,BFV GBP UK Gilts 5 Year,BFV GBP UK Gilts 5 Year,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C6735Y Index,BFV EUR Composite (BBB) 5 Year,BFV EUR Composite (BBB) 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0205Y Index,BFV CNY China Sovereign 5 Year,BFV CNY China Sovereign 5 Year,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,CH,CHINA,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0065Y Index,BFV USD US Industrial A 5 Year,BFV USD US Industrial A 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C4625Y Index,BFV EUR Eurozone Industrial AA,BFV EUR Eurozone Industrial AA+/AA 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,TE,EUROZONE,#N/A Field Not Applicable,,,
BFV Curve 5 year,C1055Y Index,BFV JPY Japan Sovereign 5 Year,BFV JPY Japan Sovereign 5 Year,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0845Y Index,BFV USD United States Governme,BFV USD United States Government Agency 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C4685Y Index,BFV EUR Eurozone Ind BBB 5 Yea,BFV EUR Eurozone Ind BBB 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,TE,EUROZONE,#N/A Field Not Applicable,,,
BFV Curve 5 year,C9105Y Index,BFV EUR Germany Sovereign 5 Ye,BFV EUR Germany Sovereign 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,GE,GERMANY,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0235Y Index,BFV USD US Finance (AA) 5 Year,BFV USD US Finance (AA) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C4705Y Index,BFV EUR Industrial (BB) 5 Year,BFV EUR Industrial (BB) 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0795Y Index,BFV USD US Treasury Strips 5 Y,BFV USD US Treasury Strips 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C2885Y Index,BFV CAD Canada Corporate (BBB),BFV CAD Canada Corporate (BBB) 5 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C3125Y Index,BFV USD US Insurer (A) 5 Year,BFV USD US Insurer (A) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C8815Y Index,BFV USD Composite (AA) 5 Year,BFV USD Composite (AA) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C1015Y Index,BFV CAD Canada Sovereign 5 Yea,BFV CAD Canada Sovereign 5 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C4675Y Index,BFV EUR Industrial BBB+ 5 Year,BFV EUR Industrial BBB+ 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0285Y Index,BFV USD US Finance (BBB) 5 Yea,BFV USD US Finance (BBB) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C2875Y Index,BFV CAD Canada Corporate (A) 5,BFV CAD Canada Corporate (A) 5 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0725Y Index,BFV USD US Bank (BBB) 5 Year,BFV USD US Bank (BBB) 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
