Return1,Power1,MA31,MA51,MA101,MA3MA51,MA3MA101,MA5MA101,dataMA31,dataMA51,dataMA101,SD31,SD51,SD101,RSI31,RSI51,RSI101,K31,K51,K101,Return2,Power2,MA32,MA52,MA102,MA3MA52,MA3MA102,MA5MA102,dataMA32,dataMA52,dataMA102,SD32,SD52,SD102,RSI32,RSI52,RSI102,K32,K52,K102,Return3,Power3,MA33,MA53,MA103,MA3MA53,MA3MA103,MA5MA103,dataMA33,dataMA53,dataMA103,SD33,SD53,SD103,RSI33,RSI53,RSI103,K33,K53,K103,PriceMA31,PriceMA51,PriceMA101,MA3MA5PRICE1,MA3MA10PRICE1,MA5MA10PRICE1,MMP31,MMP51,MMP101,Y
-0.0296635973068583,0.000879929005183451,-0.0283407633455435,-0.00884424133989794,-0.000931908760796704,2.20443125151881,29.4115215327674,8.49045841390829,0.0466760173389182,2.35400134017607,30.8310102391337,0.00765745369615662,0.0284485468636971,0.0335977701244326,0,41.854730115788,48.3620624533923,0,0,0.271488158253807,-0.0352506196951706,0.00124260618889355,-0.00778584703270281,0.00351621457174116,0.00368959099376935,-3.21426959983486,-3.11021954624533,-0.0469906887568217,3.52752533502236,-11.0251617118222,-10.5540724580851,0.0352785788670776,0.0304939722162923,0.0323622979939809,53.6207851910247,46.7629133110654,46.7087309523371,0,0,0.518655887619104,-0.0201080730346017,0.000404334601164876,0.00689767010084642,0.00678100733300318,0.00867127005298714,0.0172043417908478,-0.204537506190312,-0.217991448592099,-3.91519784805803,-3.96535190822397,-3.31893055016488,0.0261066423202827,0.0258217447254984,0.0294007817402927,50.3609956007035,55.470936495835,46.8612279956988,0.367913985724117,0.716998071180707,0.822071003461115,-0.0318782554663054,-0.0469539455631059,-0.0314765913141776,-1,1,1,0.0649142170020291,0.0850222900366308,0.118651940388684,-0.00909581055047393
-0.00909581055047393,8.27337695701128E-05,-0.0246700091841676,-0.0124233897910881,0.00245338398015797,0.985771162220519,-11.0555026786224,-6.06377717127191,-0.631300885112304,-0.267847930119783,-4.70745493735892,0.0137739047514924,0.0267487111888506,0.0304520108860976,0,57.6278797381566,54.8945638010255,0,0,0,-0.0296635973068583,0.000879929005183451,-0.0283407633455435,-0.00884424133989794,-0.000931908760796704,2.20443125151881,29.4115215327674,8.49045841390829,0.0466760173389182,2.35400134017607,30.8310102391337,0.00765745369615662,0.0284485468636971,0.0335977701244326,0,41.854730115788,48.3620624533923,0,0,0.271488158253807,-0.0352506196951706,0.00124260618889355,-0.00778584703270281,0.00351621457174116,0.00368959099376935,-3.21426959983486,-3.11021954624533,-0.0469906887568217,3.52752533502236,-11.0251617118222,-10.5540724580851,0.0352785788670776,0.0304939722162923,0.0323622979939809,53.6207851910247,46.7629133110654,46.7087309523371,0,0,0.518655887619104,-0.0160890923765699,-0.0438570168857721,-0.0428968707720564,-1,-1,1,0.0387594078573323,0.0941181005871046,0.0941181005871046,0.0268905127902432
0.0268905127902432,0.000723099678122231,-0.00395629835569636,-0.0134455175593723,-0.000554052022062503,-0.705753360684982,6.14066224497967,23.2676084987837,-7.79688698187428,-2.9999611522205,-49.5342742548635,0.0286252123384084,0.0246413957129932,0.025562882900705,58.1162456048186,53.3329880152662,48.7439252947813,1,0.354805723175565,0.276172509822559,-0.00909581055047393,8.27337695701128E-05,-0.0246700091841676,-0.0124233897910881,0.00245338398015797,0.985771162220519,-11.0555026786224,-6.06377717127191,-0.631300885112304,-0.267847930119783,-4.70745493735892,0.0137739047514924,0.0267487111888506,0.0304520108860976,0,57.6278797381566,54.8945638010255,0,0,0,-0.0296635973068583,0.000879929005183451,-0.0283407633455435,-0.00884424133989794,-0.000931908760796704,2.20443125151881,29.4115215327674,8.49045841390829,0.0466760173389182,2.35400134017607,30.8310102391337,0.00765745369615662,0.0284485468636971,0.0335977701244326,0,41.854730115788,48.3620624533923,0,0,0.271488158253807,0.0148326260344327,-0.00319835958965728,-0.015459440895356,-1,-1,-1,0.0268905127902436,0.0740100275525029,0.0941181005871046,0.00496860028435742
0.00496860028435742,2.46869887857166E-05,0.00758776750804222,-0.00843018289558045,-0.000824587781288634,-1.90007151707469,-10.2018917575814,9.22351177991758,-0.345182851333909,-1.58938226440641,-7.02555652303346,0.0181355698726254,0.0254838954650303,0.0254803115395898,63.6536378524591,39.2357806154493,48.1073861057214,1,0.819123433098206,0.32801918401415,0.0268905127902432,0.000723099678122231,-0.00395629835569636,-0.0134455175593723,-0.000554052022062503,-0.705753360684982,6.14066224497967,23.2676084987837,-7.79688698187428,-2.9999611522205,-49.5342742548635,0.0286252123384084,0.0246413957129932,0.025562882900705,58.1162456048186,53.3329880152662,48.7439252947813,1,0.354805723175565,0.276172509822559,-0.00909581055047393,8.27337695701128E-05,-0.0246700091841676,-0.0124233897910881,0.00245338398015797,0.985771162220519,-11.0555026786224,-6.06377717127191,-0.631300885112304,-0.267847930119783,-4.70745493735892,0.0137739047514924,0.0267487111888506,0.0304520108860976,0,57.6278797381566,54.8945638010255,0,0,0,0.0121782668463479,0.010433288406281,-0.00967114886366655,-1,-1,-1,0.0318591130746009,0.0387594078573323,0.0941181005871046,0.0291200395626434
0.0291200395626434,0.000847976704129916,0.0203263842124147,0.00444394895598235,0.00398008176386175,3.57394637376555,4.10702679451805,0.116547151451109,0.432622706445639,5.55273943312122,6.31644254825285,0.0133468664035002,0.0247975943096026,0.0262072166227503,99.009900990099,51.1921097343874,48.6807821939237,1,1,0.637117013654218,0.00496860028435742,2.46869887857166E-05,0.00758776750804222,-0.00843018289558045,-0.000824587781288634,-1.90007151707469,-10.2018917575814,9.22351177991758,-0.345182851333909,-1.58938226440641,-7.02555652303346,0.0181355698726254,0.0254838954650303,0.0254803115395898,63.6536378524591,39.2357806154493,48.1073861057214,1,0.819123433098206,0.32801918401415,0.0268905127902432,0.000723099678122231,-0.00395629835569636,-0.0134455175593723,-0.000554052022062503,-0.705753360684982,6.14066224497967,23.2676084987837,-7.79688698187428,-2.9999611522205,-49.5342742548635,0.0286252123384084,0.0246413957129932,0.025562882900705,58.1162456048186,53.3329880152662,48.7439252947813,1,0.354805723175565,0.276172509822559,0.0209561561425902,0.0349914899047123,0.0154782365103978,1,-1,-1,0.034088639847001,0.0609791526372445,0.0941181005871046,0.0348638566716937
0.0348638566716937,0.0012154885020244,0.0229841655062315,0.0173494397516928,0.00425259920589741,0.324778542430396,4.40473352728787,3.07972604792686,0.516864149896648,1.009509077565,7.19824652728743,0.0158640569036818,0.0186344462229516,0.0265445578050444,99.009900990099,72.4841007090677,49.1841771750363,1,1,1,0.0291200395626434,0.000847976704129916,0.0203263842124147,0.00444394895598235,0.00398008176386175,3.57394637376555,4.10702679451805,0.116547151451109,0.432622706445639,5.55273943312122,6.31644254825285,0.0133468664035002,0.0247975943096026,0.0262072166227503,99.009900990099,51.1921097343874,48.6807821939237,1,1,0.637117013654218,0.00496860028435742,2.46869887857166E-05,0.00758776750804222,-0.00843018289558045,-0.000824587781288634,-1.90007151707469,-10.2018917575814,9.22351177991758,-0.345182851333909,-1.58938226440641,-7.02555652303346,0.0181355698726254,0.0254838954650303,0.0254803115395898,63.6536378524591,39.2357806154493,48.1073861057214,1,0.819123433098206,0.32801918401415,0.0326068759897111,0.0521916649462444,0.0459732441171302,1,1,-1,0.0639838962343373,0.0958430093089383,0.0958430093089383,0.0194624910371615
0.0194624910371615,0.000378788557371591,0.0278154624238329,0.0230611000692198,0.00531885513906585,0.206163727677448,4.2295957864192,3.33572629189334,-0.300299569332861,-0.156046720289007,2.65915042397257,0.00778312000328068,0.0115213795660611,0.0269584361174649,99.009900990099,99.009900990099,51.0623648600671,1,1,1,0.0348638566716937,0.0012154885020244,0.0229841655062315,0.0173494397516928,0.00425259920589741,0.324778542430396,4.40473352728787,3.07972604792686,0.516864149896648,1.009509077565,7.19824652728743,0.0158640569036818,0.0186344462229516,0.0265445578050444,99.009900990099,72.4841007090677,49.1841771750363,1,1,1,0.0291200395626434,0.000847976704129916,0.0203263842124147,0.00444394895598235,0.00398008176386175,3.57394637376555,4.10702679451805,0.116547151451109,0.432622706445639,5.55273943312122,6.31644254825285,0.0133468664035002,0.0247975943096026,0.0262072166227503,99.009900990099,51.1921097343874,48.6807821939237,1,1,0.637117013654218,0.0243443861342891,0.048524504244884,0.0599208066880025,1,1,1,0.0543263477088552,0.0884149875558563,0.1153055003461,0.0257087195094865
0.0257087195094865,0.000660938258817453,0.0266783557394472,0.0228247414130685,0.00468961192684811,0.168834961002989,4.68881949201663,3.86708533010939,-0.0363454269607401,0.126353155298696,4.48205691867671,0.0077463321427613,0.0114349782275903,0.0263326110741013,99.009900990099,99.009900990099,49.971131111372,1,1,1,0.0194624910371615,0.000378788557371591,0.0278154624238329,0.0230611000692198,0.00531885513906585,0.206163727677448,4.2295957864192,3.33572629189334,-0.300299569332861,-0.156046720289007,2.65915042397257,0.00778312000328068,0.0115213795660611,0.0269584361174649,99.009900990099,99.009900990099,51.0623648600671,1,1,1,0.0348638566716937,0.0012154885020244,0.0229841655062315,0.0173494397516928,0.00425259920589741,0.324778542430396,4.40473352728787,3.07972604792686,0.516864149896648,1.009509077565,7.19824652728743,0.0158640569036818,0.0186344462229516,0.0265445578050444,99.009900990099,72.4841007090677,49.1841771750363,1,1,1,0.0234553537741703,0.0512663326690843,0.0806510062793695,1,1,1,0.0451712105466484,0.109155106780986,0.141014219855586,0.00327396810464805
0.00327396810464805,1.07188671502527E-05,0.0161483928837654,0.0224858149771266,0.00702781604077309,-0.281840889458885,1.29778252448238,2.19954518539918,-0.797257341444826,-0.854398512663275,-0.534141462204822,0.0115787284525108,0.0121021848602407,0.0248843202238304,99.009900990099,99.009900990099,45.5199014242478,1,1,1,0.0257087195094865,0.000660938258817453,0.0266783557394472,0.0228247414130685,0.00468961192684811,0.168834961002989,4.68881949201663,3.86708533010939,-0.0363454269607401,0.126353155298696,4.48205691867671,0.0077463321427613,0.0114349782275903,0.0263326110741013,99.009900990099,99.009900990099,49.971131111372,1,1,1,0.0194624910371615,0.000378788557371591,0.0278154624238329,0.0230611000692198,0.00531885513906585,0.206163727677448,4.2295957864192,3.33572629189334,-0.300299569332861,-0.156046720289007,2.65915042397257,0.00778312000328068,0.0115213795660611,0.0269584361174649,99.009900990099,99.009900990099,51.0623648600671,1,1,1,0.0106684838933342,0.0323287881897359,0.0765713844169285,1,1,1,0.0289826876141347,0.08330903532299,0.144288187960234,0.00547528746615543
0.00547528746615543,2.99787728370388E-05,0.01148599169343,0.017756864557829,0.0111004067569057,-0.353152035595958,0.0347361087722693,0.599658908605515,-0.523307380651572,-0.691652349528038,-0.506748933974947,0.0123663228823308,0.013410646550179,0.0200614301093876,99.009900990099,99.009900990099,49.1348200704802,1,1,1,0.00327396810464805,1.07188671502527E-05,0.0161483928837654,0.0224858149771266,0.00702781604077309,-0.281840889458885,1.29778252448238,2.19954518539918,-0.797257341444826,-0.854398512663275,-0.534141462204822,0.0115787284525108,0.0121021848602407,0.0248843202238304,99.009900990099,99.009900990099,45.5199014242478,1,1,1,0.0257087195094865,0.000660938258817453,0.0266783557394472,0.0228247414130685,0.00468961192684811,0.168834961002989,4.68881949201663,3.86708533010939,-0.0363454269607401,0.126353155298696,4.48205691867671,0.0077463321427613,0.0114349782275903,0.0263326110741013,99.009900990099,99.009900990099,49.971131111372,1,1,1,0.0047349983038168,0.0203118999805088,0.0707063550924625,1,1,1,0.00874925557080321,0.0539204661174515,0.14976347542639,0.00702399450621008
0.00702399450621008,4.93364988232694E-05,0.00525775002567119,0.0121888921247323,0.0147691659382125,-0.568644141578482,-0.644004946002556,-0.174706806347421,0.335931619402811,-0.423738069520052,-0.524414951013803,0.00188445387489649,0.00983508386921278,0.0143079774660751,99.009900990099,99.009900990099,65.6977265437184,1,1,1,0.00547528746615543,2.99787728370388E-05,0.01148599169343,0.017756864557829,0.0111004067569057,-0.353152035595958,0.0347361087722693,0.599658908605515,-0.523307380651572,-0.691652349528038,-0.506748933974947,0.0123663228823308,0.013410646550179,0.0200614301093876,99.009900990099,99.009900990099,49.1348200704802,1,1,1,0.00327396810464805,1.07188671502527E-05,0.0161483928837654,0.0224858149771266,0.00702781604077309,-0.281840889458885,1.29778252448238,2.19954518539918,-0.797257341444826,-0.854398512663275,-0.534141462204822,0.0115787284525108,0.0121021848602407,0.0248843202238304,99.009900990099,99.009900990099,45.5199014242478,1,1,1,0.00649466955193965,0.0152565404457719,0.0629992590980447,1,1,1,0.0124992819723654,0.0414819695865001,0.1567874699326,-0.00663394611037421
-0.00663394611037421,4.40092409953491E-05,0.0019551119539971,0.00696960469522517,0.0150153523822225,-0.719480223127069,-0.869792469452008,-0.535834756467196,-4.39312850950123,-1.95183965238647,-1.44181088405414,0.00747854011146795,0.0117484540534578,0.013866081708151,48.5085476532613,60.9869734443534,72.4215013184907,0.0553468488795666,0.577495227183423,0.945720643229093,0.00702399450621008,4.93364988232694E-05,0.00525775002567119,0.0121888921247323,0.0147691659382125,-0.568644141578482,-0.644004946002556,-0.174706806347421,0.335931619402811,-0.423738069520052,-0.524414951013803,0.00188445387489649,0.00983508386921278,0.0143079774660751,99.009900990099,99.009900990099,65.6977265437184,1,1,1,0.00547528746615543,2.99787728370388E-05,0.01148599169343,0.017756864557829,0.0111004067569057,-0.353152035595958,0.0347361087722693,0.599658908605515,-0.523307380651572,-0.691652349528038,-0.506748933974947,0.0123663228823308,0.013410646550179,0.0200614301093876,99.009900990099,99.009900990099,49.1348200704802,1,1,1,-0.00208649746079346,0.00173747026645636,0.0417221948812651,1,1,1,0.00702399450621026,0.0157732500770134,0.129896957142356,-0.0105625831293775
